Title,Year,Journal,Keywords,Doi,Citation,Evidence_Hierarchy,Original Link,PMID,Abstract,Relevance
Neoadjuvant immunotherapy for resectable hepatocellular carcinoma: a systematic review and meta-analysis.,2023,Eur Rev Med Pharmacol Sci,?,33287,"Neoadjuvant immunotherapy for resectable hepatocellular carcinoma: a systematic review and meta-analysis. SR&MA, Eur Rev Med Pharmacol Sci, 2023, https://doi.org/33287, 37606124",SR&MA,https://doi.org/33287,37606124,"OBJECTIVE: Immune checkpoint inhibitors have initiated a new era in hepatocellular carcinoma (HCC) treatment. For improving the prognosis of patients with resectable HCC and reducing postoperative recurrence, immunotherapy is being developed in the neoadjuvant setting. However, the efficacy and safety of neoadjuvant immunotherapy remain unclear. MATERIALS AND METHODS: PubMed, Embase, Medline, and Cochrane Library databases were systematically searched for the clinical trials of neoadjuvant immunotherapy for resectable HCC. A single-arm meta-analysis was conducted to calculate the odds ratio and 95% confidence interval (CI), and statistical transformation was performed to obtain the pooled rate P(t) and its CI. Subgroup analyses were performed according to the type of combination therapy. RESULTS: 81 patients from four studies were included in this meta-analysis. In patients with resectable HCC, the pooled major pathological response (MPR) rate and pathological complete response (pCR) rate for neoadjuvant immunotherapy were 0.23 (95% CI, 0.14-0.36) and 0.19 (95% CI, 0.10-0.30), respectively. The pooled objective response rate (ORR) was 0.18 (95% CI, 0.10-0.28), comparable to the results of immunotherapy for advanced HCC. The overall treatment-related adverse events (TRAE) rate was 0.80 (95% CI, 0.68-0.89), but the grade >/=3 TRAE rate was low at 0.21 (95% CI, 0.13-0.33). The pooled surgical resection rate and surgical delay rate were 0.95 (95% CI, 0.85-0.98) and 0.05 (95% CI, 0.02-0.16), respectively. Subgroup analyses revealed no significant differences in clinical outcomes between immunotherapy combinations. CONCLUSIONS: This meta-analysis provides preliminary evidence of the efficacy and safety of neoadjuvant immunotherapy for HCC, suggesting that it is a promising perioperative treatment option. Conclusive evidence supporting its use requires additional data from large-scale clinical trials.",0.5330134324540806
[Chinese clinical practice guidelines for transarterial chemoembolization of hepatocellular carcinoma (2023 edition)].,2023,Zhonghua Yi Xue Za Zhi,?,10.3760/cma.j.cn112137-20230630-01114,"[Chinese clinical practice guidelines for transarterial chemoembolization of hepatocellular carcinoma (2023 edition)]. Guideline, Zhonghua Yi Xue Za Zhi, 2023, https://doi.org/10.3760/cma.j.cn112137-20230630-01114, 37675541",Guideline,https://doi.org/10.3760/cma.j.cn112137-20230630-01114,37675541,"Transarterial chemoembolization (TACE) is the most commonly used method in the treatment of unresectable hepatocellular carcinoma (HCC), which is a malignancy of hypervascularity originating from hepatocytes. The experts from Chinese College of Interventionalists (CCI) published Chinese Clinical Practice Guidelines for TACE of HCC in 2018 and updated it in 2021. These guidelines have played an important role in standardizing the clinical practice of TACE treatment for HCC in China. With the updated concept, technological progress, and emergence of high-level evidence in accordance with the principles of evidence-based medicine of TACE for HCC, the guidelines were revised and updated again by the experts from CCI. The 2023 edition guidelines not only adopts a more suitable evidence evaluation and recommendation system, but also adds the following contents: TACE in special circumstances, TACE in multidisciplinary diagnosis and treatment of HCC and the whole process management, TACE quality control, hot spots and development direction of TACE, etc. This guideline is based on the latest evidence-based medical evidence and combined with clinical practice, and aims to standardize TACE treatment of HCC in China.",0.5323770668707108
Efficacy and safety of cabozantinib for patients with advanced hepatocellular carcinoma based on albumin-bilirubin grade.,2022,Br J Cancer,?,10.1038/s41416-021-01532-5,"Efficacy and safety of cabozantinib for patients with advanced hepatocellular carcinoma based on albumin-bilirubin grade. RCT, Br J Cancer, 2022, https://doi.org/10.1038/s41416-021-01532-5, 34621044",RCT,https://doi.org/10.1038/s41416-021-01532-5,34621044,"BACKGROUND: Albumin-bilirubin (ALBI) grade is an objective measure of liver function for patients with hepatocellular carcinoma (HCC). The tyrosine kinase inhibitor cabozantinib is approved for patients with advanced HCC who have received prior sorafenib based on the phase 3 CELESTIAL trial (NCT01908426). Cabozantinib improved overall survival (OS) and progression-free survival (PFS) versus placebo in patients with previously treated HCC. METHODS: Patients were randomised 2:1 to receive cabozantinib 60 mg or placebo orally every day. Clinical outcomes in patients with ALBI grade 1 or 2 at baseline were evaluated in CELESTIAL. ALBI scores were retrospectively calculated based on baseline serum albumin and total bilirubin, with an ALBI grade of 1 defined as  </= -2.60 score and a grade of 2 as a score of > -2.60 to  </= -1.39. RESULTS: Cabozantinib improved OS and PFS versus placebo in both ALBI grade 1 (hazard ratio [HR] [95% CI]: 0.63 [0.46-0.86] and 0.42 [0.32-0.56]) and ALBI grade 2 (HR [95% CI]: 0.84 [0.66-1.06] and 0.46 [0.37-0.58]) subgroups. Adverse events were consistent with those in the overall population. Rates of grade 3/4 adverse events associated with hepatic decompensation were generally low and were more common among patients in the ALBI grade 2 subgroup. DISCUSSION: These results provide initial support of cabozantinib in patients with advanced HCC irrespective of ALBI grade 1 or 2. TRIAL REGISTRATION NUMBER: ClinicalTrials.gov number, NCT01908426.",0.5314991794362643
The impact of immune checkpoint inhibitors on prognosis in unresectable hepatocellular carcinoma treated with TACE and lenvatinib: a meta-analysis.,2025,Front Immunol,"['PD-1 inhibitor', 'hepatocellular carcinoma', 'immune checkpoint inhibitor', 'lenvatinib', 'transarterial chemoembolization']",10.3389/fimmu.2025.1573505,"The impact of immune checkpoint inhibitors on prognosis in unresectable hepatocellular carcinoma treated with TACE and lenvatinib: a meta-analysis. SR&MA, Front Immunol, 2025, https://doi.org/10.3389/fimmu.2025.1573505, 40469305",SR&MA,https://doi.org/10.3389/fimmu.2025.1573505,40469305,"BACKGROUND: Combination of multiple therapies is a common approach to treating patients with unresectable hepatocellular carcinoma (uHCC). The impact of immune checkpoint inhibitors (ICIs) on prognosis in uHCC patients treated with transarterial chemoembolization (TACE) and lenvatinib remains unclear. AIM: The purpose of this study was to compare the efficacy and safety of TACE plus lenvatinib plus ICIs (TACE+L+I) with TACE plus lenvatinib (TACE+L) in the treatment of patients with uHCC. METHODS: Publicly available studies comparing the efficacy and safety of TACE+L+I and TACE+L in the treatment of uHCC were collected from the databases PubMed, Embase and Cochrane Library, with a cut-off date of November 1, 2024. Stata SE 15 software was used for analysis. RESULTS: Fifteen studies with a total of 1365 patients were included, 688 in the TACE+L+I group and 677 in the TACE+L group. Meta-analysis showed that the TACE+L+I group was significantly higher than the TACE+L group in complete response (RR = 2.34, 95%CI:1.53, 3.59, p < 0.0001), partial response (RR = 1.45, 95%CI:1.28, 1.64, p < 0.0001), objective response rate (RR = 1.55, 95%CI:1.39, 1.73, p < 0.00001), and disease control rate (RR = 1.22, 95%CI:1.10, 1.36, p = 0.0003). The TACE+L+I group was significantly lower than the TACE+L group in progression of disease (RR = 0.39, 95%CI:0.30, 0.51, p < 0.00001). Moreover, TACE+L+I group was not significantly different from TACE+L group in stable disease (RR = 0.85, 95%CI:0.69, 1.03, p = 0.10). The TACE+L+I group was significantly higher than the TACE+L group in overall survival (HR = 2.32, 95%CI:1.95, 3.15, p<0.05) and progression-free survival (HR = 2.30, 95%CI:1.80, 2.93, p<0.05). The TACE+L+I group had a significantly higher incidence of hypothyroidism compared to the TACE+L group (RR = 1.81, 95%CI:1.20, 2.71, p<0.05), but there was no significant difference in other adverse events, such as hypertension, diarrhea, hand-foot syndrome, fatigue, elevated AST, elevated ALT, decreased appetite, hypothyroidism, abdominal pain, thrombocytopenia, rash, and nausea. CONCLUSION: ICIs significantly improved the survival outcome of uHCC treated with TACE+L, and increased the incidence of hypothyroidism. However, this conclusion still needs further validation in the future with more high-quality randomized controlled trials and longer follow-up.",0.5305569258019014
Addition of Dendritic Cell Vaccination to Conditioning Cyclophosphamide and Chemoembolization in Patients with Hepatocellular Carcinoma: The ImmunoTACE Trial.,2025,Clin Cancer Res,?,10.1158/1078-0432.CCR-25-0142,"Addition of Dendritic Cell Vaccination to Conditioning Cyclophosphamide and Chemoembolization in Patients with Hepatocellular Carcinoma: The ImmunoTACE Trial. RCT, Clin Cancer Res, 2025, https://doi.org/10.1158/1078-0432.CCR-25-0142, 40499144",RCT,https://doi.org/10.1158/1078-0432.CCR-25-0142,40499144,"PURPOSE: A previous study by our group using dendritic cells (DC) pulsed ex vivo with the lysate of the HepG2 cell line showed evidence of antigen-specific T-cell responses in some patients with advanced hepatocellular carcinoma. The ImmunoTACE trial evaluated the preliminary activity of this vaccine in combination with transarterial chemoembolization (TACE) in patients with intermediate-stage hepatocellular carcinoma. PATIENTS AND METHODS: A randomized phase II trial was conducted in three tertiary referral centers in the United Kingdom. Eligible patients were randomly assigned in a 1:1 ratio to TACE + preconditioning cyclophosphamide or to TACE + preconditioning cyclophosphamide + DC infusions. The primary endpoint was progression-free survival time using RECIST v1.1 criteria. Additional endpoints included safety and immune responses. RESULTS: Between March 2016 and October 2019, 55 patients were randomized, of whom 48 were evaluable (24 in each group). The median progression-free survival time using RECIST criteria was 18.6 months in patients treated with chemoembolization + preconditioning cyclophosphamide + DC infusions compared with 10.4 months in those treated with chemoembolization + preconditioning cyclophosphamide alone (HR = 0.43; upper value of one-sided 80% confidence interval, 0.57; P = 0.016). The addition of DC infusions did not significantly increase the incidence or severity of adverse events. An enhanced antigen (alpha-fetoprotein)-specific immune response was observed in patients treated with DC vaccination. CONCLUSIONS: The addition of DC infusions to TACE and preconditioning cyclophosphamide has shown promising preliminary activity and merits further investigation in a larger randomized trial.",0.5303406952614015
Efficacy and safety of transarterial chemoembolization plus lenvatinib combined with PD-1 inhibitors versus transarterial chemoembolization plus lenvatinib for unresectable hepatocellular carcinoma: a meta-analysis.,2024,Front Immunol,"['hepatocellular carcinoma', 'lenvatinib', 'programmed cell death protein-1 inhibitors', 'transarterial chemoembolization', 'unresectable']",10.3389/fimmu.2024.1466113,"Efficacy and safety of transarterial chemoembolization plus lenvatinib combined with PD-1 inhibitors versus transarterial chemoembolization plus lenvatinib for unresectable hepatocellular carcinoma: a meta-analysis. SR&MA, Front Immunol, 2024, https://doi.org/10.3389/fimmu.2024.1466113, 39281676",SR&MA,https://doi.org/10.3389/fimmu.2024.1466113,39281676,"BACKGROUND: Locoregional treatment combined with systemic therapy is expected to play a synergistic anticancer role. We conducted this systemic meta-analysis to examine the efficacy and safety of transarterial chemoembolization (TACE) plus lenvatinib with or without programmed cell death protein-1 (PD-1) inhibitors (TLP group) compared with TACE + lenvatinib (TL group) for unresectable hepatocellular carcinoma (uHCC). METHODS: From the inception date to April 2024, the data from PubMed, EMBASE, the Cochrane Library, Ovid, Web of Science, and Clinical Trials. gov were used for meta-analysis. All clinical outcomes of interest included overall survival (OS), progression-free survival (PFS), objective response rate (ORR), disease control rate (DCR), and adverse events (AEs). The hazard ratio (HR) and risk ratio (RR) with 95% confidence intervals (CI) were used to measure the pooled effect. RESULTS: This study included 10 retrospective cohort studies, including 1128 patients. The OS (HR=0.51; 95% CI: 0.43-0.60, P < 0.05), PFS (HR=0.52; 95% CI: 0.45-0.61, P < 0.05), ORR (RR = 1.58; 95% CI: 1.37-1.83; P < 0.05) and DCR (RR = 1.31; 95% CI: 1.20-1.43; P < 0.05) were significantly higher in TLP group than in the TL group. The incidence of AEs was acceptable. Prognostic factor analysis identified that ECOG PS (1/0), Child-Pugh class (B/A), BCLC stage (C/B) and main portal vein invasion (yes/no) were independent prognostic factors for OS. BCLC stage (C/B) and main portal vein invasion (yes/no) were independent prognostic factors for PFS. CONCLUSION: The TLP group had better efficacy for uHCC than that of the TL group, with acceptable safety. SYSTEMATIC REVIEW REGISTRATION: PROSPERO, identifier (CRD42023420093).",0.528575460665485
Safety and Efficacy of TACE + Lenvatinib in Treating Advanced Hepatocellular Carcinoma: A Systematic Review and Meta- analysis.,2023,J Gastrointestin Liver Dis,?,10.15403/jgld-4729,"Safety and Efficacy of TACE + Lenvatinib in Treating Advanced Hepatocellular Carcinoma: A Systematic Review and Meta- analysis. SR&MA, J Gastrointestin Liver Dis, 2023, https://doi.org/10.15403/jgld-4729, 37345593",SR&MA,https://doi.org/10.15403/jgld-4729,37345593,"BACKGROUND AND AIMS: To compare the efficacy and safety of transarterial chemoembolization (TACE) + lenvatinib (TACE+L) versus lenvatinib (L) monotherapy in the treatment of advanced hepatocellular carcinoma by a meta-analysis. METHODS: PubMed, Embase, the Cochrane Library, CNKI, VIP e-Journals Database, and Wanfang Data were systematically searched to collate literature comparing TACE+L with L alone for the treatment of advanced liver cancer. The literature search, quality assessment, and data extraction were performed independently by two reviewers. The Stata 16 software package was used to process and analyze the data. We assessed heterogeneity using both I2 and the p-value, performed a publication bias assessment, and conducted a sensitivity analysis. RESULTS: Five studies were finally included, including one randomized controlled study and four retrospective studies; these involved a total of 1,167 patients, including 523 patients in the TACE+L combination group and 644 patients in the L monotherapy group. In this meta-analysis, the TACE+L group showed a significantly better objective response rate (ORR) (OR=2.54, 95%CI: 1.34 - 4.80) and disease control rate (DCR) compared to the L monotherapy group (OR=2.68, 95%CI: 1.75 - 4.08). The combined group had significantly improved progression-free survival (PFS) (HR=0.47, 95%CI: 0.40 - 0.56) and overall survival (OS) (HR=0.48, 95%CI: 0.39-0.59). In addition, there was no significant difference found in the overall adverse events of any grade between the two groups (OR=1.13, 95%CI: 0.99 - 1.29). CONCLUSIONS: Compared to L alone, TACE+L treatment resulted in better tumor response, better long-term survival, and was accompanied by controllable adverse events.",0.528127624623973
Meta-analysis of randomized controlled trials of external-beam radiation versus transarterial chemoembolization for hepatocellular carcinoma.,2025,Cancer,"['bridge to transplantation', 'chemoembolization', 'definitive therapy', 'external beam radiation', 'local control', 'survival', 'toxicity']",10.1002/cncr.35720,"Meta-analysis of randomized controlled trials of external-beam radiation versus transarterial chemoembolization for hepatocellular carcinoma. SR&MA, Cancer, 2025, https://doi.org/10.1002/cncr.35720, 39887736",SR&MA,https://doi.org/10.1002/cncr.35720,39887736,"BACKGROUND: External-beam radiation (EBRT) is a noninvasive therapeutic alternative to transarterial chemoembolization (TACE) for hepatocellular carcinoma (HCC). The objective of this study was to conduct a systematic review and meta-analysis of prospective randomized clinical trials to assess the clinical efficacy of EBRT versus TACE for HCC as either a definitive monotherapy or as a bridge to transplantation/surgery. METHODS: A systematic review and meta-analysis were performed to include prospective randomized trials comparing EBRT versus TACE. Data was analyzed with random and fixed-effects models. The inconsistency index (I(2)) was chosen to assess heterogeneity. Three publications were included with a total of 142 patients. Outcomes included local control (LC), overall survival (OS), progression-free survival (PFS), and occurrences of grade >/=3 toxicity. Comparisons are reported as hazard ratios (HRs) or risk ratios (RRs) with 95% confidence intervals (CIs). RESULTS: There were three randomized trials that met inclusion criteria. The EBRT was delivered in three to 15 fractions with a total dose between 30 and 75 gray(Gy). EBRT was associated with significantly improved LC (HR, 0.16; 95% CI, 0.08-0.34; I(2) = 0%) and PFS (HR, 0.37; 95% CI, 0.23-0.60; I(2), 0%) compared with TACE. There was no significant difference between EBRT and TACE in OS (RR, 0.79; 95% CI, 0.51-1.22; I(2) = 0%) or grade >/=3 toxicity (RR, 0.86; 95% CI, 0.31-2.37; I(2) = 57%). None of the analyses had statistically significant heterogeneity. CONCLUSIONS: Compared with TACE, EBRT yields superior LC and PFS without providing a survival benefit in early and intermediate stage HCC. Additional larger prospective randomized controlled trials should be conducted to further investigate differences in clinical outcomes amongst patients with more advanced disease.",0.5277351005269775
Efficacy and safety of immune checkpoint inhibitors combined anti-angiogenic therapy in patients with unresectable hepatocellular carcinoma: A meta-analysis.,2022,Medicine (Baltimore),?,10.1097/MD.0000000000031479,"Efficacy and safety of immune checkpoint inhibitors combined anti-angiogenic therapy in patients with unresectable hepatocellular carcinoma: A meta-analysis. SR&MA, Medicine (Baltimore), 2022, https://doi.org/10.1097/MD.0000000000031479, 36343054",SR&MA,https://doi.org/10.1097/MD.0000000000031479,36343054,"BACKGROUND: This study aimed to compare the efficacy and safety of immune checkpoint inhibitors (ICIs) combined with antiangiogenic agents in patients with unresectable hepatocellular carcinoma (HCC). METHODS: We conducted a systematic literature search of articles published between the establishment of the database and February 2022. Data were extracted and analyzed using STATA 14.0. RESULTS: Six randomized controlled trials (RCTs) (980 patients for combination therapy and 565 patients for monotherapy) and 5 single-arm studies (246 patients for ICIs combination therapy) were enrolled. The objective response rate (ORR) and disease control rate (DCR) were 26% and 70%, respectively, after ICIs combination therapy. Compared with monotherapy in RCTs, ICIs combination therapy resulted in higher progression-free survival (PFS) and overall survival (OS), but also increased the incidence of adverse events (AEs). Increased incidences of fatigue, hypertension, hyperbilirubinemia, proteinuria, and nausea were more common after ICIs combination therapy. CONCLUSION: The analysis results reveal that ICI-combined anti-angiogenesis therapy has higher efficacy than either ICIs or anti-angiogenesis options for unresectable HCC, but it is necessary to manage the AEs.",0.526571522212161
Comprehensive analysis of publications concerning combinations of immunotherapy and targeted therapies for hepatocellular carcinoma: a bibliometric study.,2025,Front Immunol,"['CiteSpace', 'VOSviewer', 'bibliometric study', 'combination therapy', 'hepatocellular carcinoma', 'immunotherapy', 'targeted therapy']",10.3389/fimmu.2025.1476146,"Comprehensive analysis of publications concerning combinations of immunotherapy and targeted therapies for hepatocellular carcinoma: a bibliometric study. SR&MA, Front Immunol, 2025, https://doi.org/10.3389/fimmu.2025.1476146, 40013134",SR&MA,https://doi.org/10.3389/fimmu.2025.1476146,40013134,"BACKGROUND: Hepatocellular carcinoma (HCC), a prevalent malignancy, is often diagnosed at advanced stages. Recent advances have integrated immunotherapy with targeted therapy, significantly improving treatment outcomes. This study provides a bibliometric overview of these therapeutic combinations, evaluating their development and impact. METHODS: A rigorous selection process was applied to relevant literature from Web of Science, followed by in-depth bibliometric analyses- including timeline visualization, burst detection, and co-occurrence analysis-using CiteSpace and VOSviewer. This approach offered insights into the contributions of countries, institutions, authors, journals, references, and key terms within the field. RESULTS: A total of 506 studies published between 2014 and 2023 were included, with all articles in English. Mainland China dominated the publication output, contributing 40% (N = 202), followed by significant contributions from the United States and Japan. Kindai University led institutional contributions, accounting for 7.9% of the total (N = 40). The authors Kudo Masatoshi and Hatanaka Takeshi were the most prolific, each with nine publications. The journal Cancers emerged as the top publisher, with 48 relevant articles and an Impact Factor of 5.2 in 2022. A co-citation network analysis traced the evolution of immunotherapy and targeted therapy combinations in HCC treatment. Early research primarily focused on angiogenesis, dendritic cells, and expression markers, while recent trends have shifted towards phase III trials, adverse reactions, and checkpoint inhibitors, underscoring the field's dynamic progression. CONCLUSION: Future research will expand on the pathological mechanisms underlying these therapies and novel interventions and combination strategies. Addressing adverse events and treatment discontinuation will remain central to advancing clinical applications.",0.5263185961383398
TACE with dicycloplatin in patients with unresectable hepatocellular carcinoma: a multicenter randomized phase II trial.,2022,Eur Radiol,"['Dicycloplatin', 'Hepatocellular carcinoma', 'Transcatheter arterial chemoembolization']",10.1007/s00330-022-08848-7,"TACE with dicycloplatin in patients with unresectable hepatocellular carcinoma: a multicenter randomized phase II trial. RCT, Eur Radiol, 2022, https://doi.org/10.1007/s00330-022-08848-7, 35776182",RCT,https://doi.org/10.1007/s00330-022-08848-7,35776182,"OBJECTIVES: To investigate the efficacy and safety of dicycloplatin as chemotherapeutic regimen in transcatheter arterial chemoembolization (TACE) for hepatocellular carcinoma (HCC). METHODS: In this randomized, open-label, phase II trial, patients with unresectable HCC who were TACE treatment-naive or experienced recurrence after surgical resection or ablation were enrolled at 7 centers in China from March 2019 to November 2019. Participants were randomly assigned (1:1:1) to receive TACE with chemotherapeutic regimen of dicycloplatin alone (group A1), dicycloplatin plus epirubicin (group A2), or epirubicin alone (group B). The primary endpoint was objective response rate (ORR). The secondary endpoints included disease control rate (DCR), duration of response (DOR), progression-free survival (PFS), and safety. RESULTS: The ORR at 6 months in group A1 (n = 22) was significantly better than that in group B (p = 0.093; 90% confidence interval [CI], 1.03-9.45). The DCR in group A1 was significantly higher than that in group B (p = 0.045; 90% CI, 1.29-12.88). There was no significant difference in DOR among the groups (p = 0.271). The median PFS were 6.00 and 3.05 months in groups A2 (n = 25) and B (n = 24), respectively (p = 0.061). Grade 3 or worse adverse events were similar among groups in the safety population (p = 0.173). CONCLUSION: TACE with dicycloplatin was comparably safe and well tolerable as epirubicin alone in patients with unresectable HCC. Compared with epirubicin alone, significant improvement in ORR and DCR when dicycloplatin was applied, as well as prolonged PFS when dicycloplatin plus epirubicin was applied, was generated. KEY POINTS: * To our knowledge, this is the first multicenter randomized trial to assess the efficacy and safety of TACE with dicycloplatin in patients with unresectable HCC. * This phase II trial showed that TACE with dicycloplatin alone or plus epirubicin was comparably safe and well tolerable as epirubicin alone. * Significant improvements in ORR, DCR when dicycloplatin was applied, and prolonged PFS when dicycloplatin plus epirubicin was applied were recorded compared with epirubicin alone.",0.5261798580302832
Immune-targeted therapy with transarterial chemo(embolization) for unresectable HCC: a systematic review and meta-analysis.,2024,Front Immunol,"['immunotherapy', 'systematic review', 'targeted agents', 'transarterial chemo(embolization)', 'unresectable hepatocellular carcinoma']",10.3389/fimmu.2024.1421520,"Immune-targeted therapy with transarterial chemo(embolization) for unresectable HCC: a systematic review and meta-analysis. SR&MA, Front Immunol, 2024, https://doi.org/10.3389/fimmu.2024.1421520, 39156893",SR&MA,https://doi.org/10.3389/fimmu.2024.1421520,39156893,"BACKGROUND: Transarterial chemo(embolization) is preferred for treating unresectable hepatocellular carcinoma (uHCC); however, because of emerging immune-targeted therapies, its efficacy is at stake. This systematic review pioneers to evaluate the clinical efficacy and safety of transarterial chemo(embolization) combined with immune-targeted therapy for uHCC patients. METHODS: PubMed, Embase, and Cochrane Library were searched for studies comparing immune-targeted therapy with or without transarterial chemo(embolization) until 31 May 2024. The complete response (CR) rate, objective response rate (ORR), and disease control rate (DCR) were considered to be the primary outcomes calculated for the clinical outcomes of transarterial chemo(embolization) combined with immune-targeted therapy, along with progression-free survival (PFS) and overall survival (OS). The incidence of treatment-related severe adverse events was set as the major measure for the safety outcome. RESULTS: Sixteen studies, encompassing 1,789 patients receiving transarterial chemo(embolization) plus immune-targeted therapy and 1,215 patients receiving immune-targeted therapy alone, were considered eligible. The combination of transarterial chemo(embolization) and immune-targeted therapy demonstrated enhanced outcomes in CR (OR = 2.12, 95% CI = 1.35-3.31), ORR (OR = 2.78, 95% CI = 2.15-3.61), DCR (OR = 2.46, 95% CI = 1.72-3.52), PFS (HR = 0.59, 95% CI = 0.50-0.70), and OS (HR = 0.51, 95% CI = 0.44-0.59), albeit accompanied by a surge in ALT (OR = 2.17, 95% CI = 1.28-3.68) and AST (OR = 2.28, 95% CI = 1.42-3.65). The advantages of additional transarterial chemo(embolization) to immune-targeted therapy were also verified in subgroups of first-line treatment, intervention techniques, with or without extrahepatic metastasis, Child-Pugh grade A or B, and with or without tumor thrombus. CONCLUSION: The combination of transarterial chemo(embolization) and immune-targeted therapy seems to bolster local control and long-term efficacy in uHCC, albeit at the expense of hepatic complications. SYSTEMATIC REVIEW REGISTRATION: http://www.crd.york.ac.uk/PROSPERO/, identifier 474669.",0.525770886076798
Overall survival and objective response in advanced unresectable hepatocellular carcinoma: A subanalysis of the REFLECT study.,2023,J Hepatol,"['landmark analysis', 'lenvatinib', 'mRECIST', 'response status', 'surrogate endpoint']",S0168-8278(22)03111-7,"Overall survival and objective response in advanced unresectable hepatocellular carcinoma: A subanalysis of the REFLECT study. RCT, J Hepatol, 2023, https://doi.org/S0168-8278(22)03111-7, 36341767",RCT,https://doi.org/S0168-8278(22)03111-7,36341767,"BACKGROUND & AIMS: Validated surrogate endpoints for overall survival (OS) are important for expediting the clinical study and drug-development processes. Herein, we aimed to validate objective response as an independent predictor of OS in individuals with unresectable hepatocellular carcinoma (HCC) receiving systemic anti-angiogenic therapy. METHODS: We investigated the association between objective response (investigator-assessed mRECIST, independent radiologic review [IRR] mRECIST and RECIST v1.1) and OS in REFLECT, a phase III study of lenvatinib vs. sorafenib. We conducted landmark analyses (Simon-Makuch) of OS by objective response at 2, 4, and 6 months after randomization. RESULTS: Median OS was 21.6 months (95% CI 18.6-24.5) for responders (investigator-assessed mRECIST) vs. 11.9 months (95% CI 10.7-12.8) for non-responders (hazard ratio [HR] 0.61; 95% CI 0.49-0.76; p <0.001). Objective response by IRR per mRECIST and RECIST v1.1 supported the association with OS (HR 0.61; 95% CI 0.51-0.72; p <0.001 and HR 0.50; 95% CI 0.39-0.65; p <0.001, respectively). OS was significantly prolonged for responders vs. non-responders (investigator-assessed mRECIST) at the 2-month (HR 0.61; 95% CI 0.49-0.76; p <0.001), 4-month (HR 0.63; 95% CI 0.51-0.80; p <0.001), and 6-month (HR 0.68; 95% CI 0.54-0.86; p <0.001) landmarks. Results were similar when assessed by IRR, with both mRECIST and RECIST v1.1. An exploratory multivariate Cox regression analysis identified objective response by investigator-assessed mRECIST (HR 0.55; 95% CI 0.44-0.68; p <0.0001) and IRR-assessed RECIST v1.1 (HR 0.49; 95% CI, 0.38-0.64; p <0.0001) as independent predictors of OS in individuals with unresectable HCC. CONCLUSIONS: Objective response was an independent predictor of OS in individuals with unresectable HCC in REFLECT; additional studies are needed to confirm surrogacy. Participants achieving a complete or partial response by mRECIST or RECIST v1.1 had significantly longer survival vs. those with stable/progressive/non-evaluable disease. GOV NUMBER: NCT01761266. IMPACT AND IMPLICATIONS: This analysis of data taken from a completed clinical trial (REFLECT) looked for any link between objective response and overall survival time in individuals with unresectable HCC receiving anti-angiogenic treatments. Significantly longer median overall survival was found for responders (21.6 months) vs. non-responders (11.9 months). Overall survival was also significantly longer for responders vs. non-responders (based on objective response status at 2, 4, and 6 months) in the landmark analysis. Our results indicate that objective response is an independent predictor of overall survival in this setting, confirming its validity as a rapid marker of efficacy that can be applied in phase II trials; however, further validation is required to determine is validity for other systemic treatments (e.g. immunotherapies), or as a surrogate of overall survival.",0.5252623780686784
Clinical Safety and Efficacy of Locoregional Therapy Combined with Adoptive Transfer of Allogeneic gammadelta T Cells for Advanced Hepatocellular Carcinoma and Intrahepatic Cholangiocarcinoma.,2022,J Vasc Interv Radiol,?,S1051-0443(21)01382-8,"Clinical Safety and Efficacy of Locoregional Therapy Combined with Adoptive Transfer of Allogeneic gammadelta T Cells for Advanced Hepatocellular Carcinoma and Intrahepatic Cholangiocarcinoma. RCT, J Vasc Interv Radiol, 2022, https://doi.org/S1051-0443(21)01382-8, 34600129",RCT,https://doi.org/S1051-0443(21)01382-8,34600129,"PURPOSE: To investigate the safety and efficacy of locoregional therapy plus adoptive transfer of allogeneic gamma delta (gammadelta) T cells for patients with hepatocellular carcinoma (HCC) and intrahepatic cholangiocarcinoma (ICC). METHODS: Thirty patients with HCC and 29 patients with ICC were randomly assigned to receive locoregional therapy (HCC, Group A, n = 15; ICC, Group C, n = 15) or locoregional therapy plus gammadelta T cell therapy (HCC, Group B, n = 15; ICC, Group D, n = 14). Groups A and C only received locoregional ablation (cryoablation or irreversible electroporation), whereas Groups B and D received locoregional therapy followed by adoptive transfer of allogeneic gammadelta T cells. The primary endpoints were safety, distant progression-free survival (PFS), local PFS, and overall survival (OS). RESULTS: The median distant PFS was significantly longer in the combined treatment groups than the locoregional treatment groups (HCC: 8 vs 4 months, P = .04; ICC: 8 vs 4 months, P = .021). There was no significant difference in local PFS between the 2 treatment modalities. Patients with HCC in the combined treatment group had a longer OS (median OS: 13 vs 8 months, P = .029). However, there was no significant difference in OS in patients with ICC between the 2 treatment modalities (median OS: 9.5 vs 8 months, P = .546). All adverse events were manageable with no significant difference in incidence between groups. CONCLUSIONS: The novel combination of locoregional ablation with adoptive transfer of allogeneic gammadelta cells was safe, with encouraging clinical efficacy against HCC and ICC.",0.5235981439272607
